Sequence Count, Start Location, End Location 
0,164658882,164658882,
0,164661270,164661270,
0,164661366,164661366,
0,164661413,164661413,
0,164662669,164662669,
0,164663056,164663056,
0,164663073,164663073,
0,164666730,164666730,
0,164667140,164667140,
0,164668389,164668389,
0,164668591,164668591,
0,164669676,164669676,
0,164670816,164670816,
0,164676478,164676478,
0,164676974,164676974,
0,164677834,164677834,
0,164678353,164678353,
0,164681947,164681947,
0,164683207,164683207,
0,164683906,164683906,
0,164685302,164685302,
0,164690320,164690320,
0,164690922,164690922,
0,164692857,164692857,
0,164693248,164693248,
0,164693423,164693423,
0,164695436,164695436,
0,164695672,164695672,
0,164703247,164703247,
0,164703396,164703396,
0,164705290,164705290,
0,164706488,164706488,
0,164708450,164708450,
0,164708563,164708563,
0,164709095,164709095,
0,164709549,164709549,
0,164711067,164711067,
0,164711879,164711879,
0,164713632,164713632,
0,164713961,164713961,
0,164714307,164714307,
0,164715073,164715073,
0,164717499,164717499,
0,164717545,164717545,
0,164717763,164717763,
0,164721371,164721371,
0,164723543,164723543,
0,164723753,164723753,
0,164723906,164723906,
0,164723916,164723916,
0,164725327,164725327,
0,164725627,164725627,
0,164725670,164725670,
0,164725749,164725749,
0,164727453,164727453,
0,164729004,164729004,
0,164729258,164729258,
0,164730153,164730153,
0,164731290,164731290,
0,164736775,164736775,
0,164743204,164743204,
0,164743941,164743941,
0,164744588,164744588,
0,164745463,164745463,
0,164747031,164747031,
0,164747795,164747795,
0,164748247,164748247,
0,164749803,164749803,
0,164752963,164752963,
0,164753656,164753656,
0,164753706,164753706,
0,164753943,164753943,
0,164755596,164755596,
0,164756767,164756767,
0,164759487,164759487,
0,164759696,164759696,
0,164759973,164759973,
0,164762278,164762278,
0,164762508,164762508,
0,164765392,164765392,
0,164765943,164765943,
0,164767098,164767098,
0,164768800,164768800,
0,164768857,164768857,
0,164768958,164768958,
0,164769080,164769080,
0,164772237,164772237,
0,164772762,164772762,
0,164776055,164776055,
0,164776363,164776363,
0,164777597,164777597,
0,164778176,164778176,
0,164781585,164781585,
0,164786995,164786995,
0,164787212,164787212,
0,164787443,164787443,
0,164788323,164788323,
0,164789408,164789408,
0,164789852,164789852,
0,164790566,164790566,
0,164791246,164791246,
0,164799161,164799161,
0,164802661,164802661,
0,164802735,164802735,
0,164806166,164806166,
0,164806741,164806741,
0,164807034,164807034,
0,164808596,164808596,
0,164808604,164808604,
0,164808683,164808683,
0,164810003,164810003,
0,164810323,164810323,
0,164810824,164810824,
0,164811096,164811096,
0,164811490,164811490,
0,164811512,164811512,
0,164811873,164811873,
0,164812286,164812286,
0,164812336,164812336,
0,164813545,164813545,
0,164813905,164813905,
0,164814726,164814726,
0,164816302,164816302,
0,164816862,164816862,
0,164817312,164817312,
0,164818625,164818625,
0,164820028,164820028,
0,164820346,164820346,
0,164822861,164822861,
0,164822934,164822934,
0,164824919,164824919,
0,164828101,164828101,
0,164829838,164829838,
0,164831315,164831315,
0,164831833,164831833,
0,164832539,164832539,
0,164834734,164834734,
0,164838699,164838699,
0,164838879,164838879,
0,164839726,164839726,
0,164840833,164840833,
0,164841733,164841733,
0,164841774,164841774,
0,164843878,164843878,
0,164844217,164844217,
0,164851690,164851690,
0,164852168,164852168,
0,164854690,164854690,
0,164854785,164854785,
0,164862577,164862577,
0,164864682,164864682,
0,164864713,164864713,
0,164865197,164865197,
0,164866269,164866269,
0,164867020,164867020,
0,164867501,164867501,
0,164867578,164867578,
0,164870039,164870039,
0,164870523,164870523,
0,164870940,164870940,
0,164871146,164871146,
0,164871463,164871463,
0,164875190,164875190,
0,164875360,164875360,
0,164877449,164877449,
0,164877490,164877490,
0,164885430,164885430,
0,164886063,164886063,
0,164886444,164886444,
0,164888507,164888507,
0,164888538,164888538,
0,164889021,164889021,
0,164889120,164889120,
0,164889702,164889702,
0,164890527,164890527,
0,164890632,164890632,
0,164890718,164890718,
0,164895585,164895585,
0,164898028,164898028,
0,164899626,164899626,
0,164899690,164899690,
0,164900036,164900036,
0,164901024,164901024,
0,164903677,164903677,
0,164906510,164906510,
0,164908482,164908482,
0,164909262,164909262,
0,164909534,164909534,
0,164909957,164909957,
0,164910474,164910474,
0,164911017,164911017,
0,164919856,164919856,
0,164922873,164922873,
0,164923606,164923606,
0,164926614,164926614,
0,164927466,164927466,
0,164929319,164929319,
0,164932128,164932128,
0,164935067,164935067,
0,164935532,164935532,
0,164937000,164937000,
0,164937872,164937872,
0,164938492,164938492,
0,164940044,164940044,
0,164941046,164941046,
0,164941595,164941595,
0,164942768,164942768,
0,164943435,164943435,
0,164948370,164948370,
0,164948643,164948643,
0,164948816,164948816,
0,164949669,164949669,
0,164952633,164952633,
0,164952957,164952957,
0,164952996,164952996,
0,164953905,164953905,
0,164955658,164955658,
0,164957251,164957251,
0,164958329,164958329,
0,164960788,164960788,
0,164962057,164962057,
0,164963233,164963233,
0,164963943,164963943,
0,164964866,164964866,
0,164965030,164965030,
0,164967295,164967295,
0,164968679,164968679,
0,164969830,164969830,
0,164975264,164975264,
0,164975870,164975870,
0,164978501,164978501,
0,164979813,164979813,
0,164981627,164981627,
0,164982592,164982592,
0,164984181,164984181,
0,164985070,164985070,
0,164986321,164986321,
0,164987636,164987636,
0,164988063,164988063,
0,164990300,164990300,
0,164990814,164990814,
0,164992491,164992491,
0,164994530,164994530,
0,164995633,164995633,
0,164998158,164998158,
0,164998922,164998922,
0,164999522,164999522,
0,165000406,165000406,
0,165001649,165001649,
0,165002591,165002591,
0,165003616,165003616,
0,165004151,165004151,
0,165005262,165005262,
0,165005541,165005541,
0,165005868,165005868,
0,165006101,165006101,
0,165009522,165009522,
0,165011074,165011074,
0,165011161,165011161,
0,165011445,165011445,
0,165011815,165011815,
0,165014264,165014264,
0,165017473,165017473,
0,165019101,165019101,
0,165019488,165019488,
0,165020909,165020909,
0,165021422,165021422,
0,165021577,165021577,
0,165022240,165022240,
0,165022661,165022661,
0,165024900,165024900,
0,165024952,165024952,
0,165029098,165029098,
0,165029763,165029763,
0,165031326,165031326,
0,165035229,165035229,
0,165035654,165035654,
0,165036098,165036098,
0,165038920,165038920,
0,165040769,165040769,
0,165040858,165040858,
0,165042288,165042288,
0,165042880,165042880,
0,165052535,165052535,
0,165052616,165052616,
0,165055530,165055530,
0,165056762,165056762,
0,165058087,165058087,
0,165058505,165058505,
0,165058631,165058631,
0,165060101,165060101,
0,165060683,165060683,
0,165061860,165061860,
0,165062482,165062482,
0,165063271,165063271,
0,165064038,165064038,
0,165070748,165070748,
0,165072456,165072456,
0,165073614,165073614,
0,165074623,165074623,
0,165074753,165074753,
0,165076384,165076384,
0,165079139,165079139,
0,165079759,165079759,
0,165081692,165081692,
0,165082186,165082186,
0,165083617,165083617,
0,165083744,165083744,
0,165083841,165083841,
0,165084510,165084510,
0,165086241,165086241,
0,165086402,165086402,
0,165087086,165087086,
0,165091948,165091948,
0,165093125,165093125,
0,165094121,165094121,
0,165094265,165094265,
0,165097602,165097602,
0,165099484,165099484,
0,165100649,165100649,
0,165102078,165102078,
0,165103200,165103200,
0,165103494,165103494,
0,165103657,165103657,
0,165103940,165103940,
0,165106717,165106717,
0,165110250,165110250,
0,165111607,165111607,
0,165112532,165112532,
0,165114275,165114275,
0,165114452,165114452,
0,165116909,165116909,
0,165116982,165116982,
0,165117150,165117150,
0,165118765,165118765,
0,165118818,165118818,
0,165119077,165119077,
0,165121526,165121526,
0,165125849,165125849,
0,165127813,165127813,
0,165128577,165128577,
0,165130530,165130530,
0,165130690,165130690,
0,165130953,165130953,
0,165131120,165131120,
0,165131274,165131274,
0,165134978,165134978,
0,165136094,165136094,
0,165136366,165136366,
0,165136511,165136511,
0,165136752,165136752,
0,165140778,165140778,
0,165142439,165142439,
0,165143832,165143832,
0,165148675,165148675,
0,165152672,165152672,
0,165153568,165153568,
0,165153803,165153803,
0,165155893,165155893,
0,165156161,165156161,
0,165157578,165157578,
0,165158046,165158046,
0,165159852,165159852,
0,165160165,165160165,
0,165161605,165161605,
0,165165550,165165550,
0,165168784,165168784,
0,165170833,165170833,
0,165171382,165171382,
0,165172883,165172883,
0,165174747,165174747,
0,165175305,165175305,
0,165176419,165176419,
0,165177001,165177001,
0,165177719,165177719,
0,165180819,165180819,
0,165182956,165182956,
0,165183369,165183369,
0,165184141,165184141,
0,165187184,165187184,
0,165190885,165190885,
0,165192914,165192914,
0,165194964,165194964,
0,165195332,165195332,
0,165196788,165196788,
0,165198224,165198224,
0,165198652,165198652,
0,165204629,165204629,
0,165204840,165204840,
0,165207452,165207452,
0,165207669,165207669,
0,165208023,165208023,
0,165209151,165209151,
0,165209197,165209197,
0,165210221,165210221,
0,165211133,165211133,
0,165214266,165214266,
0,165214638,165214638,
0,165215267,165215267,
0,165218985,165218985,
0,165219418,165219418,
0,165227875,165227875,
0,165228778,165228778,
0,165229524,165229524,
0,165234807,165234807,
0,165235487,165235487,
0,165237698,165237698,
0,165238968,165238968,
0,165239231,165239231,
0,165241308,165241308,
0,165243201,165243201,
0,165243479,165243479,
0,165243980,165243980,
0,165243998,165243998,
0,165244728,165244728,
0,165245850,165245850,
0,165247438,165247438,
0,165247586,165247586,
0,165250693,165250693,
0,165251858,165251858,
0,165251911,165251911,
0,165252773,165252773,
0,165252980,165252980,
0,165254161,165254161,
0,165257043,165257043,
0,165257738,165257738,
0,165259842,165259842,
0,165262035,165262035,
0,165265763,165265763,
0,165266377,165266377,
0,165268437,165268437,
0,165268971,165268971,
0,165270446,165270446,
0,165270559,165270559,
0,165274869,165274869,
0,165275244,165275244,
0,165275271,165275271,
0,165276931,165276931,
0,165277790,165277790,
0,165278922,165278922,
0,165281250,165281250,
0,165284331,165284331,
0,165285251,165285251,
0,165287012,165287012,
0,165288131,165288131,
0,165289843,165289843,
0,165290320,165290320,
0,165291741,165291741,
0,165292388,165292388,
0,165292809,165292809,
0,165293791,165293791,
0,165296000,165296000,
0,165298037,165298037,
0,165305206,165305206,
0,165305334,165305334,
0,165310139,165310139,
0,165310677,165310677,
0,165314874,165314874,
0,165315491,165315491,
0,165316281,165316281,
0,165318643,165318643,
0,165318927,165318927,
0,165318966,165318966,
0,165320832,165320832,
0,165321529,165321529,
0,165321539,165321539,
0,165322515,165322515,
0,165322783,165322783,
0,165322840,165322840,
0,165323622,165323622,
0,165323635,165323635,
0,165323801,165323801,
0,165324397,165324397,
0,165324847,165324847,
0,165325029,165325029,
0,165325168,165325168,
0,165325787,165325787,
0,165325817,165325817,
0,165326148,165326148,
0,165327255,165327255,
0,165328649,165328649,
0,165330496,165330496,
0,165331434,165331434,
0,165331539,165331539,
0,165331601,165331601,
0,165332182,165332182,
0,165333154,165333154,
0,165333911,165333911,
0,165337861,165337861,
0,165338873,165338873,
0,165341079,165341079,
0,165342304,165342304,
0,165344785,165344785,
0,165344970,165344970,
0,165346699,165346699,
0,165347114,165347114,
0,165347904,165347904,
0,165348264,165348264,
0,165348269,165348269,
0,165349689,165349689,
0,165351763,165351763,
0,165352393,165352393,
0,165355258,165355258,
0,165355438,165355438,
0,165356688,165356688,
0,165357417,165357417,
0,165358485,165358485,
0,165360582,165360582,
0,165360627,165360627,
0,165364500,165364500,
0,165364684,165364684,
0,165365305,165365305,
0,165367132,165367132,
0,165368098,165368098,
0,165369515,165369515,
0,165371094,165371094,
0,165372186,165372186,
0,165372480,165372480,
0,165373129,165373129,
0,165374712,165374712,
0,165375526,165375526,
0,165375840,165375840,
0,165378698,165378698,
0,165380790,165380790,
0,165382550,165382550,
0,165383065,165383065,
0,165383072,165383072,
0,165384054,165384054,
0,165386377,165386377,
0,165386827,165386827,
0,165388974,165388974,
0,165393660,165393660,
0,165396176,165396176,
0,165397602,165397602,
0,165397821,165397821,
0,165399685,165399685,
0,165399808,165399808,
0,165405861,165405861,
0,165411152,165411152,
0,165411424,165411424,
0,165412779,165412779,
0,165413872,165413872,
0,165415804,165415804,
0,165417365,165417365,
0,165417950,165417950,
0,165418520,165418520,
0,165418878,165418878,
0,165421150,165421150,
0,165422210,165422210,
0,165426732,165426732,
0,165428114,165428114,
0,165429565,165429565,
0,165434782,165434782,
0,165436650,165436650,
0,165439202,165439202,
0,165439575,165439575,
0,165446432,165446432,
0,165449799,165449799,
0,165449826,165449826,
0,165451587,165451587,
0,165452858,165452858,
0,165455201,165455201,
0,165455242,165455242,
0,165455472,165455472,
0,165458174,165458174,
0,165458861,165458861,
0,165460819,165460819,
0,165461311,165461311,
0,165461559,165461559,
0,165462623,165462623,
0,165463950,165463950,
0,165464201,165464201,
0,165465276,165465276,
0,165466223,165466223,
0,165466777,165466777,
0,165467400,165467400,
0,165467919,165467919,
0,165473505,165473505,
0,165474735,165474735,
0,165476796,165476796,
0,165477287,165477287,
0,165480779,165480779,
0,165483207,165483207,
0,165483944,165483944,
0,165484059,165484059,
0,165485631,165485631,
0,165487701,165487701,
0,165488025,165488025,
0,165488658,165488658,
0,165489290,165489290,
0,165489433,165489433,
0,165489977,165489977,
0,165490783,165490783,
0,165492312,165492312,
0,165492494,165492494,
0,165495308,165495308,
0,165496758,165496758,
0,165501398,165501398,
0,165501544,165501544,
0,165503447,165503447,
0,165505244,165505244,
0,165505276,165505276,
0,165505514,165505514,
0,165509717,165509717,
0,165511661,165511661,
0,165514685,165514685,
0,165515184,165515184,
0,165515339,165515339,
0,165516226,165516226,
0,165516943,165516943,
0,165516976,165516976,
0,165517180,165517180,
0,165517651,165517651,
0,165518167,165518167,
0,165521143,165521143,
0,165523592,165523592,
0,165524688,165524688,
0,165525546,165525546,
0,165526676,165526676,
0,165526759,165526759,
0,165530464,165530464,
0,165533279,165533279,
0,165534727,165534727,
0,165534880,165534880,
0,165534914,165534914,
0,165535358,165535358,
0,165536006,165536006,
0,165539842,165539842,
0,165539849,165539849,
0,165544082,165544082,
0,165549254,165549254,
0,165549980,165549980,
0,165550089,165550089,
0,165551240,165551240,
0,165551861,165551861,
0,165551891,165551891,
0,165551921,165551921,
0,165551947,165551947,
0,165551973,165551973,
0,165551999,165551999,
0,165552023,165552023,
0,165552049,165552049,
0,165552077,165552077,
0,165552103,165552103,
0,165552111,165552111,
0,165552472,165552472,
0,165552502,165552502,
0,165552532,165552532,
0,165553547,165553547,
0,165555283,165555283,
0,165555306,165555306,
0,165555500,165555500,
0,165557262,165557262,
0,165557710,165557710,
0,165561166,165561166,
0,165562125,165562125,
0,165562206,165562206,
0,165566040,165566040,
0,165566213,165566213,
0,165566947,165566947,
0,165569063,165569063,
0,165569802,165569802,
0,165570201,165570201,
0,165571751,165571751,
0,165572943,165572943,
0,165574545,165574545,
0,165577857,165577857,
0,165579522,165579522,
0,165579872,165579872,
0,165579922,165579922,
0,165581671,165581671,
0,165587530,165587530,
0,165588345,165588345,
0,165597463,165597463,
0,165598505,165598505,
0,165599122,165599122,
0,165599578,165599578,
0,165600169,165600169,
0,165605649,165605649,
0,165606856,165606856,
0,165607190,165607190,
0,165607281,165607281,
0,165608439,165608439,
0,165610234,165610234,
0,165611834,165611834,
0,165613810,165613810,
0,165615217,165615217,
0,165616022,165616022,
0,165616172,165616172,
0,165618450,165618450,
0,165619058,165619058,
0,165619967,165619967,
0,165620323,165620323,
0,165624424,165624424,
0,165625480,165625480,
0,165626910,165626910,
0,165630802,165630802,
0,165631426,165631426,
0,165633139,165633139,
0,165634296,165634296,
0,165634318,165634318,
0,165635035,165635035,
0,165638858,165638858,
0,165639996,165639996,
0,165640133,165640133,
0,165640229,165640229,
0,165641682,165641682,
0,165641840,165641840,
0,165643121,165643121,
0,165643379,165643379,
0,165644465,165644465,
0,165645630,165645630,
0,165645809,165645809,
0,165647340,165647340,
0,165648105,165648105,
0,165648464,165648464,
0,165651656,165651656,
0,165652773,165652773,
0,165652783,165652783,
0,165654281,165654281,
0,165656458,165656458,
0,165657292,165657292,
0,165659530,165659530,
0,165660216,165660216,
0,165661169,165661169,
0,165663001,165663001,
0,165664390,165664390,
0,165666498,165666498,
0,165666669,165666669,
0,165669484,165669484,
0,165675854,165675854,
0,165676292,165676292,
0,165676491,165676491,
0,165676565,165676565,
0,165677932,165677932,
0,165679815,165679815,
0,165683251,165683251,
0,165684141,165684141,
0,165695569,165695569,
0,165696597,165696597,
0,165697593,165697593,
0,165699853,165699853,
0,165701382,165701382,
0,165707217,165707217,
0,165714741,165714741,
0,165716834,165716834,
0,165717048,165717048,
0,165718607,165718607,
0,165718660,165718660,
0,165719086,165719086,
0,165721794,165721794,
0,165723160,165723160,
0,165723654,165723654,
0,165725682,165725682,
0,165732438,165732438,
0,165732686,165732686,
0,165735494,165735494,
0,165736174,165736174,
0,165736309,165736309,
0,165737391,165737391,
0,165737894,165737894,
0,165738499,165738499,
0,165738556,165738556,
0,165741644,165741644,
0,165743358,165743358,
0,165747177,165747177,
0,165747741,165747741,
0,165747749,165747749,
0,165747892,165747892,
0,165749574,165749574,
0,165751887,165751887,
0,165752061,165752061,
0,165752403,165752403,
0,165754766,165754766,
0,165760376,165760376,
0,165765990,165765990,
0,165766039,165766039,
0,165767741,165767741,
0,165770227,165770227,
0,165776369,165776369,
0,165776510,165776510,
0,165777955,165777955,
0,165781022,165781022,
0,165782329,165782329,
0,165782711,165782711,
0,165785025,165785025,
0,165785501,165785501,
0,165785973,165785973,
0,165791452,165791452,
0,165793016,165793016,
0,165793251,165793251,
0,165795720,165795720,
0,165797583,165797583,
0,165797829,165797829,
0,165797885,165797885,
0,165800601,165800601,
0,165802397,165802397,
0,165803306,165803306,
0,165804140,165804140,
0,165805063,165805063,
0,165806409,165806409,
0,165807090,165807090,
0,165807254,165807254,
0,165807701,165807701,
0,165808902,165808902,
0,165810330,165810330,
0,165812181,165812181,
0,165813152,165813152,
0,165813460,165813460,
0,165814485,165814485,
0,165817575,165817575,
0,165818014,165818014,
0,165819282,165819282,
0,165820902,165820902,
0,165820927,165820927,
0,165821678,165821678,
0,165823455,165823455,
0,165823534,165823534,
0,165825007,165825007,
0,165825597,165825597,
0,165826898,165826898,
0,165827082,165827082,
0,165828321,165828321,
0,165828794,165828794,
0,165830483,165830483,
0,165833130,165833130,
0,165835525,165835525,
0,165835779,165835779,
0,165836093,165836093,
0,165836300,165836300,
0,165836565,165836565,
0,165838595,165838595,
0,165839078,165839078,
0,165839935,165839935,
0,165842207,165842207,
0,165842724,165842724,
0,165843012,165843012,
0,165843625,165843625,
0,165843945,165843945,
0,165844219,165844219,
0,165845115,165845115,
0,165846602,165846602,
0,165847185,165847185,
0,165848883,165848883,
0,165850771,165850771,
0,165851567,165851567,
0,165854513,165854513,
0,165855659,165855659,
0,165856906,165856906,
0,165856915,165856915,
0,165857290,165857290,
0,165858417,165858417,
0,165859251,165859251,
0,165859395,165859395,
0,165859713,165859713,
0,165861887,165861887,
0,165862543,165862543,
0,165863260,165863260,
0,165864842,165864842,
0,165865459,165865459,
0,165868217,165868217,
0,165868825,165868825,
0,165869276,165869276,
0,165869914,165869914,
0,165869930,165869930,
0,165869985,165869985,
0,165870201,165870201,
0,165870301,165870301,
0,165872478,165872478,
0,165872892,165872892,
0,165873785,165873785,
0,165873824,165873824,
0,165875356,165875356,
0,165876577,165876577,
0,165876603,165876603,
0,165877306,165877306,
0,165886051,165886051,
0,165887880,165887880,
0,165889591,165889591,
0,165893564,165893564,
0,165893650,165893650,
0,165902321,165902321,
0,165903078,165903078,
0,165903545,165903545,
0,165903855,165903855,
0,165910929,165910929,
0,165911052,165911052,
0,165911867,165911867,
0,165914461,165914461,
0,165915325,165915325,
0,165915627,165915627,
0,165916763,165916763,
0,165917621,165917621,
0,165918589,165918589,
0,165919545,165919545,
0,165920366,165920366,
0,165921709,165921709,
0,165922645,165922645,
0,165923455,165923455,
0,165924558,165924558,
0,165925185,165925185,
0,165925969,165925969,
0,165926759,165926759,
0,165927122,165927122,
0,165929464,165929464,
0,165934352,165934352,
0,165935196,165935196,
0,165938245,165938245,
0,165939404,165939404,
0,165939489,165939489,
0,165939664,165939664,
0,165940563,165940563,
0,165941242,165941242,
0,165942272,165942272,
0,165947039,165947039,
0,165947662,165947662,
0,165951515,165951515,
0,165961214,165961214,
0,165963425,165963425,
0,165963820,165963820,
0,165965219,165965219,
0,165965521,165965521,
0,165967813,165967813,
0,165969723,165969723,
0,165972161,165972161,
0,165977403,165977403,
0,165977694,165977694,
0,165978148,165978148,
0,165978553,165978553,
0,165980453,165980453,
0,165983352,165983352,
0,165985579,165985579,
0,165986450,165986450,
0,165986577,165986577,
0,165987264,165987264,
0,165987375,165987375,
0,165988787,165988787,
0,165990175,165990175,
0,165990834,165990834,
0,165993010,165993010,
0,165993325,165993325,
0,165993389,165993389,
0,165994616,165994616,
0,165995745,165995745,
0,165996609,165996609,
0,165996854,165996854,
0,165997130,165997130,
0,165997869,165997869,
0,165998028,165998028,
0,165998133,165998133,
0,165998936,165998936,
0,165998944,165998944,
0,165999059,165999059,
0,166001948,166001948,
0,166003262,166003262,
0,166005901,166005901,
0,166005918,166005918,
0,166006188,166006188,
0,166008261,166008261,
0,166008424,166008424,
0,166012503,166012503,
0,166013318,166013318,
0,166013959,166013959,
0,166014408,166014408,
0,166015930,166015930,
0,166017639,166017639,
0,166018586,166018586,
0,166019890,166019890,
0,166022886,166022886,
0,166023710,166023710,
0,166024258,166024258,
0,166024890,166024890,
0,166025788,166025788,
0,166026217,166026217,
0,166027024,166027024,
0,166027139,166027139,
0,166027991,166027991,
0,166028773,166028773,
0,166030867,166030867,
0,166031097,166031097,
0,166031298,166031298,
0,166031695,166031695,
0,166031950,166031950,
0,166032084,166032084,
0,166032188,166032188,
0,166035257,166035257,
0,166036602,166036602,
0,166038490,166038490,
0,166045697,166045697,
0,166047724,166047724,
0,166049170,166049170,
0,166049234,166049234,
0,166049949,166049949,
0,166049978,166049978,
0,166050543,166050543,
0,166052054,166052054,
0,166052661,166052661,
0,166052883,166052883,
0,166053906,166053906,
0,166056074,166056074,
0,166057017,166057017,
0,166059510,166059510,
0,166060272,166060272,
0,166060712,166060712,
0,166061103,166061103,
0,166061177,166061177,
0,166063341,166063341,
0,166064943,166064943,
0,166065315,166065315,
0,166068673,166068673,
0,166070962,166070962,
0,166071601,166071601,
0,166072686,166072686,
0,166073433,166073433,
0,166073887,166073887,
0,166075142,166075142,
0,166080881,166080881,
0,166081221,166081221,
0,166081815,166081815,
0,166082684,166082684,
0,166089997,166089997,
0,166092178,166092178,
0,166093627,166093627,
0,166095861,166095861,
0,166099507,166099507,
0,166099576,166099576,
0,166100678,166100678,
0,166100776,166100776,
0,166100793,166100793,
0,166101015,166101015,
0,166104331,166104331,
0,166105671,166105671,
0,166105917,166105917,
0,166106148,166106148,
0,166106321,166106321,
0,166107894,166107894,
0,166108295,166108295,
0,166109313,166109313,
0,166110448,166110448,
0,166110913,166110913,
0,166113063,166113063,
0,166114611,166114611,
0,166118342,166118342,
0,166118783,166118783,
0,166119442,166119442,
0,166120374,166120374,
0,166120643,166120643,
0,166122371,166122371,
0,166124817,166124817,
0,166126255,166126255,
0,166127785,166127785,
0,166127836,166127836,
0,166130295,166130295,
0,166131843,166131843,
0,166135686,166135686,
0,166136205,166136205,
0,166136337,166136337,
0,166137464,166137464,
0,166141735,166141735,
0,166141987,166141987,
0,166143209,166143209,
0,166145464,166145464,
0,166146632,166146632,
0,166147071,166147071,
0,166147293,166147293,
0,166147376,166147376,
0,166148105,166148105,
0,166151900,166151900,
0,166152404,166152404,
0,166153048,166153048,
0,166154989,166154989,
0,166157929,166157929,
0,166159755,166159755,
0,166159870,166159870,
0,166162205,166162205,
0,166166987,166166987,
0,166167561,166167561,
0,166167976,166167976,
0,166168522,166168522,
0,166168652,166168652,
0,166168793,166168793,
0,166168848,166168848,
0,166171517,166171517,
0,166172642,166172642,
0,166173320,166173320,
0,166173503,166173503,
0,166174122,166174122,
0,166177562,166177562,
0,166179737,166179737,
0,166180926,166180926,
0,166181602,166181602,
0,166182759,166182759,
0,166184067,166184067,
0,166185175,166185175,
0,166186466,166186466,
0,166186932,166186932,
0,166187790,166187790,
0,166188630,166188630,
0,166190115,166190115,
0,166195114,166195114,
0,166196886,166196886,
0,166197351,166197351,
0,166197645,166197645,
0,166199985,166199985,
0,166200513,166200513,
0,166203737,166203737,
0,166208645,166208645,
0,166209670,166209670,
0,166209980,166209980,
0,166212752,166212752,
0,166213431,166213431,
0,166214461,166214461,
0,166215900,166215900,
0,166216195,166216195,
0,166217114,166217114,
0,166217714,166217714,
0,166219955,166219955,
0,166220471,166220471,
0,166220569,166220569,
0,166221795,166221795,
0,166231585,166231585,
0,166234907,166234907,
0,166235940,166235940,
0,166236255,166236255,
0,166237975,166237975,
0,166238553,166238553,
0,166239232,166239232,
0,166243504,166243504,
0,166243733,166243733,
0,166244103,166244103,
0,166244208,166244208,
0,166244929,166244929,
0,166245291,166245291,
0,166246862,166246862,
0,166248471,166248471,
0,166251510,166251510,
0,166251606,166251606,
0,166252648,166252648,
0,166253558,166253558,
0,166255974,166255974,
0,166257074,166257074,
0,166258660,166258660,
0,166259452,166259452,
0,166259923,166259923,
0,166260514,166260514,
0,166260838,166260838,
0,166261476,166261476,
0,166262748,166262748,
0,166267045,166267045,
0,166268096,166268096,
0,166268557,166268557,
0,166272043,166272043,
0,166272296,166272296,
0,166273831,166273831,
0,166275683,166275683,
0,166276648,166276648,
0,166277262,166277262,
0,166280164,166280164,
0,166280579,166280579,
0,166285281,166285281,
0,166289055,166289055,
0,166291985,166291985,
0,166293261,166293261,
0,166299043,166299043,
0,166302458,166302458,
0,166304397,166304397,
0,166306533,166306533,
0,166308146,166308146,
0,166308835,166308835,
0,166309337,166309337,
0,166310895,166310895,
0,166311628,166311628,
0,166314018,166314018,
0,166315229,166315229,
0,166315663,166315663,
0,166315810,166315810,
0,166318516,166318516,
0,166323033,166323033,
0,166324679,166324679,
0,166324934,166324934,
0,166325484,166325484,
0,166327358,166327358,
0,166327872,166327872,
0,166330621,166330621,
0,166331555,166331555,
0,166332739,166332739,
0,166336596,166336596,
0,166337309,166337309,
0,166337465,166337465,
0,166337988,166337988,
0,166338135,166338135,
0,166340245,166340245,
0,166340631,166340631,
0,166344257,166344257,
0,166347420,166347420,
0,166348097,166348097,
0,166350776,166350776,
0,166353876,166353876,
0,166354343,166354343,
0,166355196,166355196,
0,166355596,166355596,
0,166355928,166355928,
0,166362664,166362664,
0,166364577,166364577,
0,166364693,166364693,
0,166365668,166365668,
0,166365738,166365738,
0,166366624,166366624,
0,166367723,166367723,
0,166368240,166368240,
0,166369109,166369109,
0,166371570,166371570,
0,166374095,166374095,
0,166376009,166376009,
0,166376396,166376396,
0,166381306,166381306,
0,166384719,166384719,
0,166385348,166385348,
0,166388837,166388837,
0,166391895,166391895,
0,166392876,166392876,
0,166394676,166394676,
0,166394991,166394991,
0,166395072,166395072,
0,166397357,166397357,
0,166397886,166397886,
0,166401127,166401127,
0,166401540,166401540,
0,166401691,166401691,
0,166402121,166402121,
0,166402291,166402291,
0,166402715,166402715,
0,166403951,166403951,
0,166405299,166405299,
0,166414761,166414761,
0,166417187,166417187,
0,166425344,166425344,
0,166432953,166432953,
0,166432979,166432979,
0,166433005,166433005,
0,166433031,166433031,
0,166433057,166433057,
0,166433083,166433083,
0,166433109,166433109,
0,166433135,166433135,
0,166433161,166433161,
0,166434554,166434554,
0,166434988,166434988,
0,166435395,166435395,
0,166435876,166435876,
0,166436948,166436948,
0,166438289,166438289,
0,166440680,166440680,
0,166452202,166452202,
0,166452999,166452999,
0,166454298,166454298,
0,166454841,166454841,
0,166455966,166455966,
0,166456534,166456534,
0,166456965,166456965,
0,166459404,166459404,
0,166463352,166463352,
0,166464030,166464030,
0,166465515,166465515,
0,166467953,166467953,
0,166472580,166472580,
0,166472980,166472980,
0,166473656,166473656,
0,166474236,166474236,
0,166475599,166475599,
0,166476119,166476119,
